0,-49.3913
9.15527e-005,-84.8063
0.000183105,-34.5929
0.000274658,50.9723
0.000366211,76.8379
0.000457764,7.33597
0.000549316,-69.502
0.000640869,-62.2292
0.000732422,21.5652
0.000823975,84.0474
0.000915527,46.419
0.00100708,-43.3834
0.00109863,-79.0514
0.00119019,-20.1107
0.00128174,71.9684
0.00137329,83.0988
0.00146484,-4.6166
0.0015564,-81.3913
0.00164795,-52.4269
0.0017395,47.1146
0.00183105,98.6561
0.00192261,42.4348
0.00201416,-56.2846
0.00210571,-73.9289
0.00219727,0.505929
0.00228882,79.4941
0.00238037,66.5296
0.00247192,-24.7273
0.00256348,-86.8933
0.00265503,-43.8893
0.00274658,50.5929
0.00283813,93.6601
0.00292969,25.4862
0.00302124,-63.3676
0.00311279,-71.4624
0.00320435,10.751
0.0032959,83.415
0.00338745,59.3202
0.003479,-41.17
0.00357056,-87.336
0.00366211,-39.0198
0.00375366,57.8656
0.00384521,77.9763
0.00393677,5.31225
0.00402832,-73.8656
0.00411987,-66.2767
0.00421143,17.581
0.00430298,87.6522
0.00439453,47.747
0.00448608,-50.5296
0.00457764,-90.1186
0.00466919,-21.8814
0.00476074,77.0909
0.00485229,93.4704
0.00494385,5.50198
0.0050354,-67.921
0.00512695,-52.996
0.00521851,36.6798
0.00531006,93.2174
0.00540161,45.1542
0.00549316,-56.4111
0.00558472,-90.1186
0.00567627,-11.5099
0.00576782,81.4545
0.00585938,72.4111
0.00595093,-27.6996
0.00604248,-99.2885
0.00613403,-64.5059
0.00622559,38.3241
0.00631714,91.004
0.00640869,26.2451
0.00650024,-73.9289
0.0065918,-84.9328
0.00668335,2.1502
0.0067749,85.8814
0.00686646,69.4387
0.00695801,-32
0.00704956,-93.8498
0.00714111,-46.9881
0.00723267,50.4664
0.00732422,86.5138
0.00741577,15.8103
0.00750732,-78.419
0.00759888,-82.5929
0.00769043,6.38735
0.00778198,77.5336
0.00787354,49.8972
0.00796509,-46.419
0.00805664,-97.1383
0.00814819,-48.9486
0.00823975,44.5217
0.0083313,66.9091
0.00842285,-7.20949
0.0085144,-92.2055
0.00860596,-81.834
0.00869751,18.9723
0.00878906,88.7273
0.00888062,56.5375
0.00897217,-40.0949
0.00906372,-85.502
0.00915527,-23.2727
0.00924683,73.4229
0.00933838,86.3241
0.00942993,5.62846
0.00952148,-74.4348
0.00961304,-54.4506
0.00970459,39.336
0.00979614,95.4308
0.0098877,48.7589
0.00997925,-49.1383
0.0100708,-78.0395
0.0101624,-8.09486
0.0102539,71.6522
0.0103455,72.3478
0.010437,-11.5731
0.0105286,-84.1107
0.0106201,-51.6047
0.0107117,38.9565
0.0108032,82.7194
0.0108948,23.9051
0.0109863,-65.4545
0.0110779,-81.834
0.0111694,-5.24901
0.011261,72.5376
0.0113525,57.9921
0.0114441,-28.4585
0.0115356,-87.2095
0.0116272,-52.8696
0.0117188,39.3992
0.0118103,70.5138
0.0119019,8.98024
0.0119934,-72.2846
0.012085,-72.2213
0.0121765,6.00791
0.0122681,71.5889
0.0123596,50.5296
0.0124512,-37.249
0.0125427,-82.5296
0.0126343,-28.9644
0.0127258,57.2332
0.0128174,66.5296
0.0129089,-5.56522
0.0130005,-78.0395
0.013092,-63.1146
0.0131836,21.8814
0.0132751,74.498
0.0133667,38.7036
0.0134583,-49.9605
0.0135498,-77.1542
0.0136414,-9.99209
0.0137329,71.336
0.0138245,69.0593
0.013916,-12.3953
0.0140076,-82.2134
0.0140991,-51.9209
0.0141907,43.8893
0.0142822,83.1621
0.0143738,30.0395
0.0144653,-61.0909
0.0145569,-75.5731
0.0146484,-4.36364
0.01474,63.8103
0.0148315,51.2253
0.0149231,-33.2016
0.0150146,-88.4111
0.0151062,-51.7312
0.0151978,34.8458
0.0152893,67.3518
0.0153809,13.7233
0.0154724,-67.5415
0.015564,-72.2213
0.0156555,4.74308
0.0157471,72.2213
0.0158386,54.7668
0.0159302,-20.6798
0.0160217,-66.2767
0.0161133,-25.8024
0.0162048,47.747
0.0162964,71.5889
0.0163879,9.10672
0.0164795,-56.2213
0.016571,-57.0435
0.0166626,9.42292
0.0167542,60.0158
0.0168457,40.9802
0.0169373,-32.6957
0.0170288,-67.9842
0.0171204,-19.0988
0.0172119,46.0395
0.0173035,61.2806
0.017395,0.252964
0.0174866,-60.585
0.0175781,-50.5929
0.0176697,28.1423
0.0177612,72.9802
0.0178528,37.0593
0.0179443,-37.6917
0.0180359,-58.498
0.0181274,5.24901
0.018219,75.5099
0.0183105,70.6403
0.0184021,0.695652
0.0184937,-54.1976
0.0185852,-29.3439
0.0186768,38.83
0.0187683,65.3913
0.0188599,16.5059
0.0189514,-60.332
0.019043,-66.7194
0.0191345,-0.885375
0.0192261,58.1186
0.0193176,45.6601
0.0194092,-31.4941
0.0195007,-83.668
0.0195923,-44.6482
0.0196838,37.1225
0.0197754,58.5613
0.0198669,5.62846
0.0199585,-64.3794
0.02005,-69.1858
0.0201416,9.16996
0.0202332,71.2727
0.0203247,49.581
0.0204163,-30.166
0.0205078,-76.3953
0.0205994,-29.4071
0.0206909,53.5652
0.0207825,78.3557
0.020874,11.5099
0.0209656,-68.4269
0.0210571,-62.0395
0.0211487,13.9763
0.0212402,76.0158
0.0213318,57.17
0.0214233,-30.2925
0.0215149,-73.1067
0.0216064,-21.1225
0.021698,68.8063
0.0217896,85.502
0.0218811,7.90514
0.0219727,-66.7194
0.0220642,-52.6166
0.0221558,27.5731
0.0222473,84.1107
0.0223389,42.0553
0.0224304,-48.6324
0.022522,-80.253
0.0226135,-17.0119
0.0227051,74.1186
0.0227966,80.8854
0.0228882,-2.40316
0.0229797,-77.2806
0.0230713,-52.6798
0.0231628,39.336
0.0232544,87.7787
0.0233459,34.1502
0.0234375,-62.4822
0.0235291,-77.7866
0.0236206,-5.12253
0.0237122,74.751
0.0238037,61.0909
0.0238953,-24.2213
0.0239868,-84.3636
0.0240784,-40.5375
0.0241699,49.581
0.0242615,77.5968
0.024353,12.4585
0.0244446,-73.5494
0.0245361,-79.1779
0.0246277,9.61265
0.0247192,90.498
0.0248108,69.6285
0.0249023,-22.5771
0.0249939,-74.3083
0.0250854,-13.913
0.025177,70.0711
0.0252686,87.2095
0.0253601,11.1304
0.0254517,-74.0553
0.0255432,-72.7273
0.0256348,13.5968
0.0257263,84.6798
0.0258179,46.4822
0.0259094,-57.9289
0.026001,-98.4664
0.0260925,-29.4071
0.0261841,63.2411
0.0262756,73.17
0.0263672,-7.39921
0.0264587,-88.2846
0.0265503,-63.1779
0.0266418,31.1779
0.0267334,91.8893
0.026825,40.4743
0.0269165,-59.3202
0.0270081,-88.2213
0.0270996,-18.9723
0.0271912,70.0711
0.0272827,69.249
0.0273743,-21.4387
