-5555.56,-7.37572,37.9448
-5550.13,-7.14351,7.34874
-5544.7,11.301,-21.424
-5539.28,44.4687,-3.93781
-5533.85,36.479,3.59275
-5528.43,8.16783,-9.15246
-5523,10.0075,-9.82847
-5517.58,17.7168,-5.47721
-5512.15,5.81397,-3.12456
-5506.73,-6.41657,-1.85044
-5501.3,-2.29479,-17.4028
-5495.88,-3.36773,-40.592
-5490.45,-2.98408,-31.1356
-5485.03,5.44911,-7.49376
-5479.6,12.3314,-1.16565
-5474.17,23.2463,0.00548681
-5468.75,15.8285,14.6231
-5463.32,-7.55821,29.9659
-5457.9,2.60116,15.0314
-5452.47,30.1856,2.71951
-5447.05,13.118,14.6095
-5441.62,5.74715,6.51265
-5436.2,31.9859,-15.8541
-5430.77,12.6645,-2.98106
-5425.35,-17.2642,11.5148
-5419.92,1.49316,-1.88529
-5414.5,28.127,-0.49842
-5409.07,27.8314,-1.98612
-5403.65,24.2471,-21.9855
-5398.22,28.6283,-18.8618
-5392.79,27.268,-8.21811
-5387.37,15.3932,-1.62616
-5381.94,-4.56078,11.7887
-5376.52,-9.29313,16.0273
-5371.09,11.3036,13.6857
-5365.67,14.0881,10.9395
-5360.24,-7.38079,17.6398
-5354.82,-1.11107,38.2291
-5349.39,2.38298,31.1706
-5343.97,-19.79,0.460588
-5338.54,-16.4243,-9.45165
-5333.12,-16.8902,-27.7169
-5327.69,-14.0743,-53.794
-5322.27,26.8472,-38.3085
-5316.84,47.7419,-8.1033
-5311.41,37.1703,12.398
-5305.99,32.841,34.3051
-5300.56,22.3205,24.0775
-5295.14,2.11497,-14.8806
-5289.71,-6.67861,-42.9941
-5284.29,-1.48046,-37.4812
-5278.86,11.12,2.88871
-5273.44,20.2537,37.9195
-5268.01,46.3197,51.7697
-5262.59,60.5161,33.0896
-5257.16,29.7415,-7.12806
-5251.74,0.629811,-22.5283
-5246.31,-9.95768,-5.28111
-5240.88,-18.8258,17.9013
-5235.46,-25.7527,20.0702
-5230.03,-10.4375,11.2696
-5224.61,5.72716,4.54548
-5219.18,-8.45059,5.97141
-5213.76,-29.0977,3.59313
-5208.33,-36.9393,-13.7795
-5202.91,-23.1609,-12.7833
-5197.48,-4.95972,2.92589
-5192.06,-6.88836,-0.117525
-5186.63,-20.4029,-5.5925
-5181.21,-21.8222,-4.48043
-5175.78,-4.7729,-13.78
-5170.36,5.12144,-0.560124
-5164.93,13.1742,5.40556
-5159.5,16.8094,-19.6805
-5154.08,0.561856,0.367824
-5148.65,-14.5498,10.9552
-5143.23,-25.782,-14.9524
-5137.8,-23.2188,-10.2311
-5132.38,-0.609128,-5.16776
-5126.95,-8.14501,0.0526032
-5121.53,-47.455,2.31121
-5116.1,-38.2911,2.1746
-5110.68,-2.49444,18.1817
-5105.25,-7.63595,32.3071
-5099.83,2.8441,54.9855
-5094.4,39.182,36.613
-5088.98,33.4688,-1.90233
-5083.55,10.5305,2.62268
-5078.12,-1.39374,11.0966
-5072.7,-10.4494,8.40128
-5067.27,-3.75237,-3.64749
-5061.85,-9.19022,-5.0992
-5056.42,-15.3512,13.3382
-5051,-2.53421,5.34706
-5045.57,5.00625,-21.5525
