250,0.335892,0.0113515,0.0113515
650,0.620975,0.00905094,0.00905094
1050,0.775432,0.00715402,0.00715402
1450,0.882516,0.00926431,0.00926431
1850,0.925353,0.0105213,0.0105213
2250,0.96445,0.0102348,0.0102348
2650,0.963717,0.010723,0.010723
3050,0.999738,0.0107822,0.0107822
3450,0.977326,0.0125749,0.0125749
3850,0.970407,0.0104659,0.0104659
4250,0.983811,0.01159,0.01159
4650,1.02088,0.0100061,0.0100061
5050,1.01307,0.0115747,0.0115747
5450,1.0263,0.011296,0.011296
5850,1.01006,0.00397422,0.00397422
