-10922.7,0.00219905
-10922,0.0599519
-10921.3,0.0472561
-10920.7,0.0148321
-10920,0.0201444
-10919.3,0.0129805
-10918.7,0.0340373
-10918,0.0608456
-10917.3,0.0572572
-10916.7,0.0367707
-10916,0.0489015
-10915.3,0.0898401
-10914.7,0.00782678
-10914,0.0310462
-10913.3,0.0444703
-10912.7,0.0475924
-10912,0.0154403
-10911.3,0.0566034
-10910.7,0.0314242
-10910,0.057764
-10909.3,0.0184897
-10908.7,0.0266277
-10908,0.0777519
-10907.3,0.0498713
-10906.7,0.0623658
-10906,0.0139246
-10905.3,0.0654053
-10904.7,0.016077
-10904,0.00475468
-10903.3,0.0221542
-10902.7,0.0628912
-10902,0.0423477
-10901.3,0.0237647
-10900.7,0.0081764
-10900,0.0478489
-10899.3,0.0490839
-10898.7,0.0282086
-10898,0.0614161
-10897.3,0.00680363
-10896.7,0.065429
-10896,0.0546853
-10895.3,0.0791164
-10894.7,0.0122711
-10894,0.0258473
-10893.3,0.0324465
-10892.7,0.0226146
-10892,0.0371303
-10891.3,0.106034
-10890.7,0.0378273
-10890,0.0397719
-10889.3,0.041759
-10888.7,0.0518964
-10888,0.0664024
-10887.3,0.0519376
-10886.7,0.0418902
-10886,0.0763525
-10885.3,0.0437529
-10884.7,0.0612187
-10884,0.0537161
-10883.3,0.0614221
-10882.7,0.0194102
-10882,0.0446531
-10881.3,0.0562273
-10880.7,0.0706743
-10880,0.0532531
-10879.3,0.0279147
-10878.7,0.06388
-10878,0.0479337
-10877.3,0.0458708
-10876.7,0.0397164
-10876,0.076012
-10875.3,0.0674686
-10874.7,0.0201114
-10874,0.027631
-10873.3,0.109692
-10872.7,0.115691
-10872,0.0549807
-10871.3,0.0137687
-10870.7,0.105169
-10870,0.044335
-10869.3,0.0673225
-10868.7,0.0370774
-10868,0.0303546
-10867.3,0.0273936
-10866.7,0.0524069
-10866,0.0265753
-10865.3,0.043707
-10864.7,0.0258174
-10864,0.0417833
-10863.3,0.0899121
-10862.7,0.0705682
-10862,0.0584298
-10861.3,0.00478663
-10860.7,0.0401098
-10860,0.0160553
-10859.3,0.0507402
-10858.7,0.0520085
-10858,0.0534042
-10857.3,0.00628597
-10856.7,0.0369866
-10856,0.0318431
-10855.3,0.041716
-10854.7,0.0339933
-10854,0.0486436
-10853.3,0.106067
-10852.7,0.0441898
-10852,0.0350686
-10851.3,0.0664743
-10850.7,0.0390751
-10850,0.00957076
-10849.3,0.0666035
-10848.7,0.0363296
-10848,0.0607055
-10847.3,0.00730596
-10846.7,0.0478496
-10846,0.0760957
-10845.3,0.0334227
-10844.7,0.0956419
-10844,0.0391787
-10843.3,0.0251942
-10842.7,0.0137581
-10842,0.0515677
-10841.3,0.0434359
-10840.7,0.0261432
-10840,0.0433661
-10839.3,0.0899556
-10838.7,0.0274113
-10838,0.114361
-10837.3,0.0884811
-10836.7,0.0744472
-10836,0.039757
-10835.3,0.0604848
-10834.7,0.0240339
-10834,0.0400342
-10833.3,0.0717486
-10832.7,0.0443386
-10832,0.0636697
-10831.3,0.026303
-10830.7,0.0969923
-10830,0.046114
-10829.3,0.0527437
-10828.7,0.0628433
-10828,0.0573925
-10827.3,0.0337356
-10826.7,0.0258381
-10826,0.111885
