-5555.56,1.60808,-4.18918
-5550.13,-1.6887,-8.79881
-5544.7,13.0289,-0.154915
-5539.28,0.785682,15.2086
-5533.85,-28.3031,17.6333
-5528.43,-45.9211,13.8212
-5523,-42.5614,17.5396
-5517.58,-19.9038,8.35851
-5512.15,-10.7389,8.87634
-5506.73,-22.4698,44.4104
-5501.3,-10.157,48.4985
-5495.88,16.8423,14.5506
-5490.45,9.71608,-13.9756
-5485.03,0.820938,-36.6995
-5479.6,-5.75875,-28.9611
-5474.17,-43.9489,-11.8137
-5468.75,-55.4892,-14.4456
-5463.32,-21.1841,-14.5728
-5457.9,-1.68754,-9.46617
-5452.47,3.3806,9.15143
-5447.05,10.7167,40.9886
-5441.62,5.89796,29.9063
-5436.2,6.70138,-15.5379
-5430.77,-0.826594,-20.1529
-5425.35,-13.6676,-2.02641
-5419.92,-13.9139,-6.06874
-5414.5,-31.8113,-6.94585
-5409.07,-39.5077,3.2617
-5403.65,-24.6843,-0.9681
-5398.22,-20.5688,-3.96419
-5392.79,-24.4939,-1.87936
-5387.37,-10.6413,-9.08344
-5381.94,8.27597,-6.76162
-5376.52,4.68803,8.02392
-5371.09,-10.5928,10.7313
-5365.67,-24.6821,0.515489
-5360.24,-14.9102,-2.01258
-5354.82,5.86176,9.26722
-5349.39,-1.41556,9.16559
-5343.97,-0.702489,7.04179
-5338.54,28.1588,10.8827
-5333.12,44.8818,-7.36154
-5327.69,35.8284,-21.0011
-5322.27,19.1231,-15.2028
-5316.84,21.5261,-12.5645
-5311.41,24.3312,-18.7141
-5305.99,4.07002,-10.5471
-5300.56,1.33497,13.6694
-5295.14,8.40475,19.8832
-5289.71,10.2084,12.1333
-5284.29,25.8569,18.1768
-5278.86,27.6968,34.6972
-5273.44,15.4757,23.2534
-5268.01,3.65568,-5.52994
-5262.59,-14.4956,-15.4886
-5257.16,-22.208,-16.8764
-5251.74,-8.23211,-3.13104
-5246.31,2.32019,5.04992
-5240.88,16.787,-9.60424
-5235.46,26.4499,-20.137
-5230.03,-3.44328,-34.4391
-5224.61,-13.8598,-41.4222
