MESSNUMMER,DATEINAME,AUFNAHMEJAHR,AUFNAHMEMONAT,AUFNAHMETAG,AUFNAHMESTUNDE,AUFNAHMEMINUTE,AUFNAMESEKUNDE,VERSCHIEBUNG (ALT),VERSCHIEBUNG (AZ),GESAMTSONNENLEISTUNG,INTEGRATIONSZEIT,NOTES
0001,64867,2024,01,31,12,12,39,0,0,520.490
0002,64868,2024,01,31,12,15,5,0,-5,151.057
0003,64869,2024,01,31,12,16,00,0,-10,89.340
0004,64870,2024,01,31,12,16,55,0,5,143.579
0005,64871,2024,01,31,12,18,00,0,10,87.169
0006,64872,2024,01,31,12,19,15,5,10,95.424
0007,64873,2024,01,31,12,20,00,5,5,86.843
0008,64874,2024,01,31,12,20,50,5,0,89.181
0009,64875,2024,01,31,12,22,30,5,-5,81.705
0010,64876,2024,01,31,12,23,25,5,-10,83.167
0011,64877,2024,01,31,12,25,10,10,10,79.875
0012,64878,2024,01,31,12,25,50,10,5,80.978
0013,64879,2024,01,31,12,27,10,10,0,94.184
0014,64880,2024,01,31,12,27,45,10,-5,92.468
0015,64881,2024,01,31,12,28,30,10,-10,90.813
0016,64882,2024,01,31,12,29,55,7.5,-7.5,91.279
0017,64883,2024,01,31,12,30,50,7.5,-2.5,97.933
0018,64884,2024,01,31,12,31,25,7.5,2.5,104.699
0019,64885,2024,01,31,12,32,00,7.5,7.5,99.957
0020,64886,2024,01,31,12,33,00,2.5,7.5,100.917
0021,64887,2024,01,31,12,33,45,2.5,2.5,182.594
0022,64888,2024,01,31,12,34,35,2.5,-2.5,214.748
0023,64889,2024,01,31,12,35,20,2.5,-7.5,94.736
0024,64890,2024,01,31,12,36,30,-2.5,-7.5,98.328
0025,64891,2024,01,31,12,37,40,-2.5,-2.5,401.068
0026,64892,2024,01,31,12,38,45,-2.5,2.5,457.325
0027,64893,2024,01,31,12,39,25,-2.5,7.5,109.25
0028,64894,2024,01,31,12,42,30,0,16,97.637
0029,64895,2024,01,31,12,43,20,0,14,97.502
0030,64896,2024,01,31,12,43,50,0,12,103.74
0031,64897,2024,01,31,12,44,30,0,10,105.128
0032,64898,2024,01,31,12,45,10,0,8,100.333
0033,64899,2024,01,31,12,45,50,0,6,114.782
0034,xxx,2024,01,31,12,46,30,0,4,229.954
0035,xxx,2024,01,31,12,47,10,0,2,453.069
0036,xxx,2024,01,31,12,47,45,0,0,576.182
0037,xxx,2024,01,31,12,48,30,0,-2,469.977
0038,xxx,2024,01,31,12,49,05,0,-4,253.012
0039,xxx,2024,01,31,12,49,35,0,-6,124.290
0040,xxx,2024,01,31,12,50,15,0,-8,97.912
0041,xxx,2024,01,31,12,50,45,0,-10,86.879
0042,xxx,2024,01,31,12,51,15,0,-12,86.330
0043,xxx,2024,01,31,12,51,45,0,-14,87.729
0044,xxx,2024,01,31,12,52,20,0,-16,89.711
0045,xxx,2024,01,31,12,53,59,-4,0,416.538
0046,xxx,2024,01,31,12,54,47,-3,0,532.602
0047,xxx,2024,01,31,12,55,28,-2,0,609.435
0048,xxx,2024,01,31,12,56,17,-1,0,611.929
0049,xxx,2024,01,31,12,57,00,0,0,541.767
0050,xxx,2024,01,31,12,57,40,1,0,411.359
0051,xxx,2024,01,31,12,59,09,2,0,309.496
0052,xxx,2024,01,31,12,59,49,3,0,185.311
0053,xxx,2024,01,31,13,00,54,4,0,124.685
0054,xxx,2024,01,31,13,01,30,5,0,98.398
0055,xxx,2024,01,31,13,02,10,6,0,94.115
0056,xxx,2024,01,31,13,02,45,7,0,97.206
