350,00	171,32
351,00	171,41
352,00	171,72
353,00	170,67
354,00	171,44
355,00	171,37
356,00	172,36
357,00	171,08
358,00	172,50
359,00	171,93
360,00	172,81
361,00	172,14
362,00	171,22
363,00	172,37
364,00	171,76
365,00	173,44
366,00	172,83
367,00	172,99
368,00	172,80
369,00	172,89
370,00	173,05
371,00	174,07
372,00	173,66
373,00	172,68
374,00	173,42
375,00	174,20
376,00	173,85
377,00	173,96
378,00	174,37
379,00	174,59
380,00	172,73
381,00	173,90
382,00	173,93
383,00	174,17
384,00	174,01
385,00	174,78
386,00	174,25
387,00	175,34
388,00	175,46
389,00	176,80
390,00	175,51
391,00	174,70
392,00	174,40
393,00	176,07
394,00	174,31
395,00	174,93
396,00	176,31
397,00	175,92
398,00	175,18
399,00	175,96
400,00	175,57
401,00	175,64
402,00	175,46
403,00	175,88
404,00	175,96
405,00	175,99
406,00	175,05
407,00	174,88
408,00	176,48
409,00	176,14
410,00	176,37
411,00	176,14
412,00	173,95
413,00	175,41
414,00	174,90
415,00	175,74
416,00	175,58
417,00	175,59
418,00	175,09
419,00	174,98
420,00	175,93
421,00	175,37
422,00	175,94
423,00	175,88
424,00	176,01
425,00	176,00
426,00	176,63
427,00	175,66
428,00	175,23
429,00	176,50
430,00	176,43
431,00	175,43
432,00	174,97
433,00	174,81
434,00	175,47
435,00	176,59
436,00	175,21
437,00	176,39
438,00	175,98
439,00	175,45
440,00	175,49
441,00	175,60
442,00	175,69
443,00	176,09
444,00	176,34
445,00	174,19
446,00	175,85
447,00	178,50
448,00	176,84
449,00	174,99
450,00	174,39
451,00	175,93
452,00	175,87
453,00	174,96
454,00	175,56
455,00	176,82
456,00	175,60
457,00	175,66
458,00	175,60
459,00	175,61
460,00	176,40
461,00	175,92
462,00	175,82
463,00	174,60
464,00	175,20
465,00	175,92
466,00	174,80
467,00	175,69
468,00	176,02
469,00	175,97
470,00	175,40
471,00	177,63
472,00	177,37
473,00	175,35
474,00	175,05
475,00	175,37
476,00	174,14
477,00	175,36
478,00	174,65
479,00	175,14
480,00	174,01
481,00	175,57
482,00	174,97
483,00	175,29
484,00	173,77
485,00	175,47
486,00	175,03
487,00	175,78
488,00	174,89
489,00	174,72
490,00	175,74
491,00	175,75
492,00	176,08
493,00	175,14
494,00	175,47
495,00	176,40
496,00	175,94
497,00	175,78
498,00	175,32
499,00	175,75
500,00	174,98
501,00	175,02
502,00	177,58
503,00	175,12
504,00	175,85
505,00	176,33
506,00	175,55
507,00	174,89
508,00	174,77
509,00	175,56
510,00	175,09
511,00	173,43
512,00	175,66
513,00	174,45
514,00	174,69
515,00	174,29
516,00	173,95
517,00	175,65
518,00	173,90
519,00	175,46
520,00	176,40
521,00	175,80
522,00	174,45
523,00	174,53
524,00	174,90
525,00	175,29
526,00	174,81
527,00	174,70
528,00	176,58
529,00	175,09
530,00	175,09
531,00	174,48
532,00	174,68
533,00	175,98
534,00	176,07
535,00	175,04
536,00	174,43
537,00	174,37
538,00	175,51
539,00	174,37
540,00	175,32
541,00	174,23
542,00	174,93
543,00	175,97
544,00	175,58
545,00	174,52
546,00	173,12
547,00	174,89
548,00	174,60
549,00	174,09
550,00	173,89
551,00	174,77
552,00	174,39
553,00	173,91
554,00	174,86
555,00	174,31
556,00	174,13
557,00	172,46
558,00	174,86
559,00	174,17
560,00	174,70
561,00	173,87
562,00	173,77
563,00	174,19
564,00	174,59
565,00	173,43
566,00	174,61
567,00	175,24
568,00	174,05
569,00	174,84
570,00	174,86
571,00	174,30
572,00	173,99
573,00	174,21
574,00	173,71
575,00	174,52
576,00	173,88
577,00	173,27
578,00	173,57
579,00	174,21
580,00	172,26
581,00	174,73
582,00	173,29
583,00	174,22
584,00	172,44
585,00	171,98
586,00	173,06
587,00	173,17
588,00	174,04
589,00	174,28
590,00	174,16
591,00	173,81
592,00	173,58
593,00	173,65
594,00	174,09
595,00	173,88
596,00	172,80
597,00	173,37
598,00	173,40
599,00	174,40
600,00	173,18
601,00	174,06
602,00	173,84
603,00	173,62
604,00	174,77
605,00	173,05
606,00	172,54
607,00	174,26
608,00	173,31
609,00	173,55
610,00	173,00
611,00	175,40
612,00	174,28
613,00	174,46
614,00	174,97
615,00	173,80
616,00	173,02
617,00	173,27
618,00	173,59
619,00	174,05
620,00	174,14
621,00	174,82
622,00	175,45
623,00	174,92
624,00	176,90
625,00	176,92
626,00	177,46
627,00	178,32
628,00	177,47
629,00	177,50
630,00	182,32
631,00	184,32
632,00	582,60
633,00	1806,82
634,00	732,45
635,00	257,66
636,00	183,05
637,00	176,57
638,00	176,36
639,00	176,52
640,00	174,90
641,00	174,22
642,00	173,52
643,00	172,85
644,00	173,57
645,00	173,19
646,00	173,69
647,00	172,92
648,00	174,27
649,00	173,34
650,00	173,52
651,00	172,74
652,00	173,02
653,00	173,53
654,00	172,58
655,00	172,72
656,00	174,16
657,00	174,50
658,00	174,20
659,00	173,96
660,00	173,46
661,00	173,49
662,00	172,58
663,00	173,55
664,00	173,55
665,00	172,81
666,00	172,43
667,00	173,76
668,00	173,87
669,00	173,73
670,00	173,57
671,00	173,07
672,00	174,04
673,00	173,89
674,00	174,03
675,00	172,93
676,00	173,31
677,00	172,57
678,00	173,79
679,00	173,48
680,00	172,11
681,00	172,65
682,00	173,61
683,00	173,75
684,00	173,34
685,00	173,50
686,00	172,54
687,00	173,42
688,00	172,95
689,00	174,23
690,00	172,38
691,00	173,98
692,00	173,57
693,00	176,31
694,00	173,36
695,00	172,57
696,00	173,10
697,00	174,50
698,00	174,36
699,00	173,99
700,00	173,71
701,00	173,45
702,00	173,91
703,00	174,41
704,00	174,17
705,00	172,91
706,00	180,19
707,00	181,32
708,00	175,81
709,00	173,76
710,00	172,99
711,00	172,75
712,00	174,84
713,00	173,84
714,00	173,51
715,00	172,89
716,00	173,86
717,00	173,18
718,00	174,16
719,00	173,12
720,00	173,54
721,00	173,00
722,00	172,75
723,00	173,10
724,00	175,23
725,00	174,66
726,00	173,88
727,00	173,35
728,00	176,30
729,00	174,12
730,00	173,95
731,00	174,40
732,00	172,42
733,00	173,74
734,00	172,06
735,00	173,00
736,00	172,69
737,00	172,82
738,00	173,29
739,00	171,86
740,00	173,35
741,00	172,75
742,00	172,54
743,00	172,69
744,00	173,16
745,00	173,41
746,00	172,70
747,00	174,00
748,00	172,86
749,00	174,77
750,00	173,35
751,00	173,29
752,00	172,95
753,00	173,58
754,00	173,44
755,00	173,40
756,00	173,50
757,00	173,26
758,00	172,81
759,00	172,89
760,00	173,38
761,00	174,56
762,00	172,39
763,00	173,05
764,00	173,38
765,00	172,73
766,00	172,10
767,00	172,60
768,00	173,60
769,00	172,71
770,00	172,09
771,00	173,46
772,00	172,65
773,00	173,35
774,00	173,53
775,00	174,09
776,00	171,98
777,00	173,17
778,00	174,36
779,00	173,29
780,00	173,41
781,00	172,95
782,00	172,78
783,00	173,91
784,00	172,30
785,00	172,71
786,00	174,67
787,00	173,76
788,00	172,42
789,00	173,10
790,00	173,86
791,00	173,13
792,00	173,29
793,00	174,35
794,00	173,62
795,00	171,87
796,00	172,72
797,00	172,87
798,00	173,23
799,00	173,38
800,00	173,34
801,00	174,41
802,00	172,88
803,00	173,52
804,00	172,79
805,00	172,83
806,00	173,84
807,00	172,53
808,00	172,19
809,00	174,11
810,00	173,25
811,00	173,96
812,00	173,74
813,00	174,01
814,00	174,35
815,00	171,90
816,00	173,89
817,00	173,02
818,00	171,55
819,00	173,93
820,00	171,94
821,00	173,23
822,00	171,71
823,00	173,17
824,00	173,14
825,00	173,82
826,00	172,80
827,00	173,60
828,00	172,46
829,00	172,79
830,00	174,17
831,00	173,51
832,00	172,85
833,00	173,37
834,00	173,39
835,00	173,43
836,00	172,32
837,00	174,07
838,00	174,92
839,00	173,03
840,00	173,47
841,00	173,28
842,00	174,32
843,00	174,30
844,00	173,51
845,00	173,83
846,00	174,11
847,00	173,21
848,00	173,54
849,00	173,80
850,00	173,17
851,00	172,76
852,00	173,41
853,00	173,64
854,00	172,82
855,00	173,28
856,00	173,05
857,00	174,45
858,00	172,83
859,00	173,53
860,00	173,27
861,00	172,70
862,00	173,74
863,00	174,07
864,00	173,85
865,00	173,17
866,00	173,50
867,00	174,27
868,00	173,39
869,00	173,06
870,00	173,80
871,00	173,81
872,00	173,36
873,00	173,18
874,00	172,91
875,00	174,47
876,00	173,26
877,00	171,62
878,00	174,06
879,00	172,99
880,00	174,14
881,00	173,73
882,00	173,03
883,00	172,02
884,00	172,26
885,00	172,40
886,00	173,46
887,00	172,97
888,00	174,11
889,00	173,55
890,00	172,71
891,00	173,81
892,00	173,32
893,00	173,60
894,00	172,56
895,00	173,08
896,00	173,34
897,00	172,34
898,00	172,58
899,00	173,02
900,00	174,58
901,00	173,52
902,00	171,98
903,00	174,28
904,00	174,73
905,00	172,15
906,00	173,40
907,00	172,54
908,00	173,87
909,00	172,93
910,00	173,55
911,00	172,12
912,00	173,43
913,00	173,31
914,00	173,44
915,00	173,67
916,00	173,30
917,00	173,01
918,00	173,77
919,00	172,17
920,00	172,80
921,00	173,58
922,00	173,18
923,00	173,41
924,00	173,62
925,00	171,95
926,00	172,64
927,00	173,06
928,00	173,44
929,00	172,03
930,00	172,81
931,00	173,04
932,00	172,85
933,00	172,70
934,00	172,44
935,00	173,25
936,00	173,61
937,00	173,69
938,00	173,46
939,00	173,20
940,00	174,11
941,00	172,83
942,00	172,28
943,00	172,95
944,00	172,80
945,00	173,89
946,00	173,85
947,00	173,46
948,00	174,13
949,00	172,75
950,00	172,42
951,00	173,80
952,00	173,91
953,00	172,96
954,00	172,61
955,00	173,36
956,00	173,85
957,00	173,19
958,00	173,19
959,00	172,35
960,00	174,88
961,00	173,20
962,00	173,92
963,00	172,91
964,00	173,54
965,00	173,46
966,00	172,72
967,00	172,59
968,00	172,77
969,00	172,56
970,00	173,46
971,00	172,89
972,00	173,45
973,00	173,15
974,00	173,40
975,00	172,69
976,00	173,50
977,00	173,54
978,00	173,31
979,00	173,57
980,00	173,37
981,00	172,68
982,00	173,71
983,00	172,05
984,00	172,84
985,00	171,84
986,00	173,08
987,00	172,38
988,00	173,03
989,00	172,69
